"region","context","group","bin_mid","mean_count","min_count","max_count"
"gene","CHG","Control",32.5,0,0,0
"gene","CHG","Control",37.5,0.125,0,1
"gene","CHG","Control",42.5,0,0,0
"gene","CHG","Control",47.5,0.25,0,2
"gene","CHG","Control",52.5,0,0,0
"gene","CHG","Control",57.5,0,0,0
"gene","CHG","Control",62.5,0,0,0
"gene","CHG","Control",67.5,0,0,0
"gene","CHG","Control",72.5,0,0,0
"gene","CHG","Control",77.5,0,0,0
"gene","CHG","Control",82.5,0,0,0
"gene","CHG","Control",87.5,0,0,0
"gene","CHG","Control",92.5,0,0,0
"gene","CHG","Control",97.5,0,0,0
"gene","CHG","Treatment",2.5,1796.875,0,6745
"gene","CHG","Treatment",7.5,38,0,153
"gene","CHG","Treatment",12.5,1.125,0,3
"gene","CHG","Treatment",17.5,1.25,0,6
"gene","CHG","Treatment",22.5,0.125,0,1
"gene","CHG","Treatment",27.5,0.375,0,2
"gene","CHG","Treatment",32.5,0.25,0,2
"gene","CHG","Treatment",37.5,0.5,0,2
"gene","CHG","Treatment",42.5,0,0,0
"gene","CHG","Treatment",47.5,0.25,0,1
"gene","CHG","Treatment",52.5,0.125,0,1
"gene","CHG","Treatment",57.5,0,0,0
"gene","CHG","Treatment",62.5,0,0,0
"gene","CHG","Treatment",67.5,0,0,0
"gene","CHG","Treatment",72.5,0,0,0
"gene","CHG","Treatment",77.5,0,0,0
"gene","CHG","Treatment",82.5,0,0,0
"gene","CHG","Treatment",87.5,0,0,0
"gene","CHG","Treatment",92.5,0,0,0
"gene","CHG","Treatment",97.5,0.125,0,1
"gene","CHH","Control",2.5,3374.125,0,11496
"gene","CHH","Control",7.5,56,0,188
"gene","CHH","Control",12.5,2.375,0,10
"gene","CHH","Control",17.5,2.375,0,8
"gene","CHH","Control",22.5,0.625,0,2
"gene","CHH","Control",27.5,0.125,0,1
"gene","CHH","Control",32.5,0.25,0,2
"gene","CHH","Control",37.5,0,0,0
"gene","CHH","Control",42.5,0,0,0
"gene","CHH","Control",47.5,0.125,0,1
"gene","CHH","Control",52.5,0,0,0
"gene","CHH","Control",57.5,0,0,0
"gene","CHH","Control",62.5,0,0,0
"gene","CHH","Control",67.5,0,0,0
"gene","CHH","Control",72.5,0,0,0
"gene","CHH","Control",77.5,0,0,0
"gene","CHH","Control",82.5,0,0,0
"gene","CHH","Control",87.5,0,0,0
"gene","CHH","Control",92.5,0,0,0
"gene","CHH","Control",97.5,0,0,0
"gene","CHH","Treatment",2.5,2308.375,0,8584
"gene","CHH","Treatment",7.5,48.25,0,190
"gene","CHH","Treatment",12.5,2.125,0,7
"gene","CHH","Treatment",17.5,1.25,0,4
"gene","CHH","Treatment",22.5,0.375,0,3
"gene","CHH","Treatment",27.5,0.375,0,2
"gene","CHH","Treatment",32.5,0,0,0
"gene","CHH","Treatment",37.5,0.25,0,2
"gene","CHH","Treatment",42.5,0,0,0
"gene","CHH","Treatment",47.5,0.125,0,1
"gene","CHH","Treatment",52.5,0,0,0
"gene","CHH","Treatment",57.5,0,0,0
"gene","CHH","Treatment",62.5,0,0,0
"gene","CHH","Treatment",67.5,0,0,0
"gene","CHH","Treatment",72.5,0,0,0
"gene","CHH","Treatment",77.5,0,0,0
"gene","CHH","Treatment",82.5,0,0,0
"gene","CHH","Treatment",87.5,0,0,0
"gene","CHH","Treatment",92.5,0,0,0
"gene","CHH","Treatment",97.5,0,0,0
"ncRNA_gene","CpG","Control",2.5,43.875,0,128
"ncRNA_gene","CpG","Control",7.5,0.875,0,3
"ncRNA_gene","CpG","Control",12.5,0,0,0
"ncRNA_gene","CpG","Control",17.5,0.25,0,1
"ncRNA_gene","CpG","Control",22.5,0.125,0,1
"ncRNA_gene","CpG","Control",27.5,0,0,0
"ncRNA_gene","CpG","Control",32.5,0,0,0
"ncRNA_gene","CpG","Control",37.5,0.125,0,1
"ncRNA_gene","CpG","Control",42.5,0.125,0,1
"ncRNA_gene","CpG","Control",47.5,0.25,0,1
"ncRNA_gene","CpG","Control",52.5,0,0,0
"ncRNA_gene","CpG","Control",57.5,0,0,0
"ncRNA_gene","CpG","Control",62.5,0,0,0
"ncRNA_gene","CpG","Control",67.5,0,0,0
"ncRNA_gene","CpG","Control",72.5,0,0,0
"ncRNA_gene","CpG","Control",77.5,0.125,0,1
"ncRNA_gene","CpG","Control",82.5,0.125,0,1
"ncRNA_gene","CpG","Control",87.5,0.75,0,3
"ncRNA_gene","CpG","Control",92.5,0.25,0,1
"ncRNA_gene","CpG","Control",97.5,0,0,0
"ncRNA_gene","CpG","Treatment",2.5,32.125,0,88
"ncRNA_gene","CpG","Treatment",7.5,0.5,0,2
"ncRNA_gene","CpG","Treatment",12.5,0,0,0
"ncRNA_gene","CpG","Treatment",17.5,0,0,0
"ncRNA_gene","CpG","Treatment",22.5,0,0,0
"ncRNA_gene","CpG","Treatment",27.5,0.125,0,1
"ncRNA_gene","CpG","Treatment",32.5,0,0,0
"ncRNA_gene","CpG","Treatment",37.5,0.125,0,1
"ncRNA_gene","CpG","Treatment",42.5,0,0,0
"ncRNA_gene","CpG","Treatment",47.5,0.25,0,1
"ncRNA_gene","CpG","Treatment",52.5,0.125,0,1
"ncRNA_gene","CpG","Treatment",57.5,0,0,0
"ncRNA_gene","CpG","Treatment",62.5,0,0,0
"ncRNA_gene","CpG","Treatment",67.5,0,0,0
"ncRNA_gene","CpG","Treatment",72.5,0,0,0
"ncRNA_gene","CpG","Treatment",77.5,0,0,0
"ncRNA_gene","CpG","Treatment",82.5,0.125,0,1
"ncRNA_gene","CpG","Treatment",87.5,0.375,0,1
"ncRNA_gene","CpG","Treatment",92.5,0.125,0,1
"ncRNA_gene","CpG","Treatment",97.5,0.125,0,1
"ncRNA_gene","CHG","Control",2.5,49,0,145
"ncRNA_gene","CHG","Control",7.5,0.875,0,3
"ncRNA_gene","CHG","Control",12.5,0,0,0
"ncRNA_gene","CHG","Control",17.5,0,0,0
"ncRNA_gene","CHG","Control",22.5,0.125,0,1
"ncRNA_gene","CHG","Control",27.5,0,0,0
"ncRNA_gene","CHG","Control",32.5,0,0,0
"ncRNA_gene","CHG","Control",37.5,0,0,0
"ncRNA_gene","CHG","Control",42.5,0,0,0
"ncRNA_gene","CHG","Control",47.5,0,0,0
"ncRNA_gene","CHG","Control",52.5,0,0,0
"ncRNA_gene","CHG","Control",57.5,0,0,0
"ncRNA_gene","CHG","Control",62.5,0,0,0
"ncRNA_gene","CHG","Control",67.5,0,0,0
"ncRNA_gene","CHG","Control",72.5,0,0,0
"ncRNA_gene","CHG","Control",77.5,0,0,0
"ncRNA_gene","CHG","Control",82.5,0,0,0
"ncRNA_gene","CHG","Control",87.5,0,0,0
"ncRNA_gene","CHG","Control",92.5,0,0,0
"ncRNA_gene","CHG","Control",97.5,0,0,0
"ncRNA_gene","CHG","Treatment",2.5,35.625,0,101
"ncRNA_gene","CHG","Treatment",7.5,0.75,0,3
"ncRNA_gene","CHG","Treatment",12.5,0,0,0
"ncRNA_gene","CHG","Treatment",17.5,0,0,0
"ncRNA_gene","CHG","Treatment",22.5,0,0,0
"ncRNA_gene","CHG","Treatment",27.5,0,0,0
"ncRNA_gene","CHG","Treatment",32.5,0,0,0
"ncRNA_gene","CHG","Treatment",37.5,0,0,0
"ncRNA_gene","CHG","Treatment",42.5,0,0,0
"ncRNA_gene","CHG","Treatment",47.5,0,0,0
"ncRNA_gene","CHG","Treatment",52.5,0,0,0
"ncRNA_gene","CHG","Treatment",57.5,0,0,0
"ncRNA_gene","CHG","Treatment",62.5,0,0,0
"ncRNA_gene","CHG","Treatment",67.5,0,0,0
"ncRNA_gene","CHG","Treatment",72.5,0,0,0
"ncRNA_gene","CHG","Treatment",77.5,0,0,0
"ncRNA_gene","CHG","Treatment",82.5,0,0,0
"ncRNA_gene","CHG","Treatment",87.5,0,0,0
"ncRNA_gene","CHG","Treatment",92.5,0,0,0
"ncRNA_gene","CHG","Treatment",97.5,0,0,0
"ncRNA_gene","CHH","Control",2.5,51.625,0,154
"ncRNA_gene","CHH","Control",7.5,1,0,3
"ncRNA_gene","CHH","Control",12.5,0,0,0
"ncRNA_gene","CHH","Control",17.5,0,0,0
"ncRNA_gene","CHH","Control",22.5,0,0,0
"ncRNA_gene","CHH","Control",27.5,0,0,0
"ncRNA_gene","CHH","Control",32.5,0,0,0
"ncRNA_gene","CHH","Control",37.5,0,0,0
"ncRNA_gene","CHH","Control",42.5,0,0,0
"ncRNA_gene","CHH","Control",47.5,0,0,0
"ncRNA_gene","CHH","Control",52.5,0,0,0
"ncRNA_gene","CHH","Control",57.5,0,0,0
"ncRNA_gene","CHH","Control",62.5,0,0,0
"ncRNA_gene","CHH","Control",67.5,0,0,0
"ncRNA_gene","CHH","Control",72.5,0,0,0
"ncRNA_gene","CHH","Control",77.5,0,0,0
"ncRNA_gene","CHH","Control",82.5,0,0,0
"ncRNA_gene","CHH","Control",87.5,0,0,0
"ncRNA_gene","CHH","Control",92.5,0,0,0
"ncRNA_gene","CHH","Control",97.5,0,0,0
"ncRNA_gene","CHH","Treatment",2.5,36.625,0,106
"ncRNA_gene","CHH","Treatment",7.5,0.75,0,4
"ncRNA_gene","CHH","Treatment",12.5,0.125,0,1
"ncRNA_gene","CHH","Treatment",17.5,0,0,0
"ncRNA_gene","CHH","Treatment",22.5,0,0,0
"ncRNA_gene","CHH","Treatment",27.5,0,0,0
"ncRNA_gene","CHH","Treatment",32.5,0,0,0
"ncRNA_gene","CHH","Treatment",37.5,0,0,0
"ncRNA_gene","CHH","Treatment",42.5,0,0,0
"ncRNA_gene","CHH","Treatment",47.5,0,0,0
"ncRNA_gene","CHH","Treatment",52.5,0,0,0
"ncRNA_gene","CHH","Treatment",57.5,0,0,0
"ncRNA_gene","CHH","Treatment",62.5,0,0,0
"ncRNA_gene","CHH","Treatment",67.5,0,0,0
"ncRNA_gene","CHH","Treatment",72.5,0,0,0
"ncRNA_gene","CHH","Treatment",77.5,0,0,0
"ncRNA_gene","CHH","Treatment",82.5,0,0,0
"ncRNA_gene","CHH","Treatment",87.5,0,0,0
"ncRNA_gene","CHH","Treatment",92.5,0,0,0
"ncRNA_gene","CHH","Treatment",97.5,0,0,0
"promoter","CpG","Control",2.5,753.5,0,2641
"promoter","CpG","Control",7.5,23.875,0,70
"promoter","CpG","Control",12.5,7.125,0,26
"promoter","CpG","Control",17.5,9.125,0,24
"promoter","CpG","Control",22.5,4.625,0,14
"promoter","CpG","Control",27.5,4.875,0,17
"promoter","CpG","Control",32.5,2.75,0,10
"promoter","CpG","Control",37.5,4.125,0,16
"promoter","CpG","Control",42.5,1.125,0,5
"promoter","CpG","Control",47.5,3.25,0,9
"promoter","CpG","Control",52.5,1.625,0,6
"promoter","CpG","Control",57.5,2.375,0,8
"promoter","CpG","Control",62.5,1.625,0,6
"promoter","CpG","Control",67.5,2.75,0,8
"promoter","CpG","Control",72.5,1.25,0,4
"promoter","CpG","Control",77.5,2.125,0,7
"promoter","CpG","Control",82.5,2.375,0,7
"promoter","CpG","Control",87.5,2,0,9
"promoter","CpG","Control",92.5,1.75,0,8
"promoter","CpG","Control",97.5,4.25,0,15
"promoter","CpG","Treatment",2.5,503.625,0,1847
"promoter","CpG","Treatment",7.5,19.625,0,76
"promoter","CpG","Treatment",12.5,4.125,0,12
"promoter","CpG","Treatment",17.5,7.625,0,26
"promoter","CpG","Treatment",22.5,3.125,0,8
"promoter","CpG","Treatment",27.5,3.25,0,9
"promoter","CpG","Treatment",32.5,2.625,0,8
"promoter","CpG","Treatment",37.5,3.875,0,10
"promoter","CpG","Treatment",42.5,2.5,0,11
"promoter","CpG","Treatment",47.5,3.625,0,14
"promoter","CpG","Treatment",52.5,2,0,5
"promoter","CpG","Treatment",57.5,1.25,0,4
"promoter","CpG","Treatment",62.5,0.75,0,3
"promoter","CpG","Treatment",67.5,0.75,0,3
"promoter","CpG","Treatment",72.5,0.625,0,3
"promoter","CpG","Treatment",77.5,2.375,0,8
"promoter","CpG","Treatment",82.5,1,0,4
"promoter","CpG","Treatment",87.5,1.625,0,4
"promoter","CpG","Treatment",92.5,1,0,3
"promoter","CpG","Treatment",97.5,3,0,12
"promoter","CHG","Control",2.5,845.25,0,2930
"promoter","CHG","Control",7.5,13.125,0,39
"promoter","CHG","Control",12.5,0.375,0,2
"promoter","CHG","Control",17.5,0.875,0,2
"promoter","CHG","Control",22.5,0,0,0
"promoter","CHG","Control",27.5,0.125,0,1
"promoter","CHG","Control",32.5,0.125,0,1
"promoter","CHG","Control",37.5,0,0,0
"promoter","CHG","Control",42.5,0,0,0
"promoter","CHG","Control",47.5,0,0,0
"promoter","CHG","Control",52.5,0,0,0
"promoter","CHG","Control",57.5,0,0,0
"promoter","CHG","Control",62.5,0,0,0
"promoter","CHG","Control",67.5,0,0,0
"promoter","CHG","Control",72.5,0,0,0
"promoter","CHG","Control",77.5,0,0,0
"promoter","CHG","Control",82.5,0,0,0
"promoter","CHG","Control",87.5,0,0,0
"promoter","CHG","Control",92.5,0,0,0
"promoter","CHG","Control",97.5,0,0,0
"promoter","CHG","Treatment",2.5,579.75,0,2070
"promoter","CHG","Treatment",7.5,13.125,0,58
"promoter","CHG","Treatment",12.5,0.625,0,2
"promoter","CHG","Treatment",17.5,0.25,0,1
"promoter","CHG","Treatment",22.5,0.375,0,3
"promoter","CHG","Treatment",27.5,0.125,0,1
"promoter","CHG","Treatment",32.5,0,0,0
"promoter","CHG","Treatment",37.5,0,0,0
"promoter","CHG","Treatment",42.5,0,0,0
"promoter","CHG","Treatment",47.5,0,0,0
"promoter","CHG","Treatment",52.5,0,0,0
"promoter","CHG","Treatment",57.5,0,0,0
"promoter","CHG","Treatment",62.5,0,0,0
"promoter","CHG","Treatment",67.5,0,0,0
"promoter","CHG","Treatment",72.5,0,0,0
"promoter","CHG","Treatment",77.5,0,0,0
"promoter","CHG","Treatment",82.5,0,0,0
"promoter","CHG","Treatment",87.5,0,0,0
"promoter","CHG","Treatment",92.5,0,0,0
"promoter","CHG","Treatment",97.5,0,0,0
"promoter","CHH","Control",2.5,1115.875,0,3929
"promoter","CHH","Control",7.5,18.125,0,52
"promoter","CHH","Control",12.5,0.75,0,2
"promoter","CHH","Control",17.5,0.875,0,3
"promoter","CHH","Control",22.5,0,0,0
"promoter","CHH","Control",27.5,0.125,0,1
"promoter","CHH","Control",32.5,0,0,0
"promoter","CHH","Control",37.5,0,0,0
"promoter","CHH","Control",42.5,0,0,0
"promoter","CHH","Control",47.5,0,0,0
"promoter","CHH","Control",52.5,0,0,0
"promoter","CHH","Control",57.5,0,0,0
"promoter","CHH","Control",62.5,0,0,0
"promoter","CHH","Control",67.5,0,0,0
"promoter","CHH","Control",72.5,0,0,0
"promoter","CHH","Control",77.5,0,0,0
"promoter","CHH","Control",82.5,0,0,0
"promoter","CHH","Control",87.5,0,0,0
"promoter","CHH","Control",92.5,0,0,0
"promoter","CHH","Control",97.5,0,0,0
"promoter","CHH","Treatment",2.5,758.125,0,2782
"promoter","CHH","Treatment",7.5,18.125,0,75
"promoter","CHH","Treatment",12.5,0.75,0,4
"promoter","CHH","Treatment",17.5,0.625,0,3
"promoter","CHH","Treatment",22.5,0,0,0
"promoter","CHH","Treatment",27.5,0.125,0,1
"promoter","CHH","Treatment",32.5,0,0,0
"promoter","CHH","Treatment",37.5,0.25,0,2
"promoter","CHH","Treatment",42.5,0,0,0
"promoter","CHH","Treatment",47.5,0,0,0
"promoter","CHH","Treatment",52.5,0,0,0
"promoter","CHH","Treatment",57.5,0,0,0
"promoter","CHH","Treatment",62.5,0,0,0
"promoter","CHH","Treatment",67.5,0,0,0
"promoter","CHH","Treatment",72.5,0,0,0
"promoter","CHH","Treatment",77.5,0,0,0
"promoter","CHH","Treatment",82.5,0,0,0
"promoter","CHH","Treatment",87.5,0,0,0
"promoter","CHH","Treatment",92.5,0,0,0
"promoter","CHH","Treatment",97.5,0,0,0
"three_prime_UTR","CpG","Control",2.5,94.5,0,379
"three_prime_UTR","CpG","Control",7.5,3.75,0,19
"three_prime_UTR","CpG","Control",12.5,0.5,0,2
"three_prime_UTR","CpG","Control",17.5,1.125,0,4
"three_prime_UTR","CpG","Control",22.5,0.875,0,3
"three_prime_UTR","CpG","Control",27.5,1.125,0,5
"three_prime_UTR","CpG","Control",32.5,0.5,0,2
"three_prime_UTR","CpG","Control",37.5,1,0,4
"three_prime_UTR","CpG","Control",42.5,0,0,0
"three_prime_UTR","CpG","Control",47.5,1,0,4
"three_prime_UTR","CpG","Control",52.5,0.25,0,1
"three_prime_UTR","CpG","Control",57.5,0.75,0,4
"three_prime_UTR","CpG","Control",62.5,0.375,0,2
"three_prime_UTR","CpG","Control",67.5,1.75,0,5
"three_prime_UTR","CpG","Control",72.5,0.875,0,3
"three_prime_UTR","CpG","Control",77.5,1.375,0,6
"three_prime_UTR","CpG","Control",82.5,0.625,0,2
"three_prime_UTR","CpG","Control",87.5,2.375,0,8
"three_prime_UTR","CpG","Control",92.5,1,0,5
"three_prime_UTR","CpG","Control",97.5,5.25,0,23
"three_prime_UTR","CpG","Treatment",2.5,57.25,0,237
"three_prime_UTR","CpG","Treatment",7.5,2.25,0,5
"three_prime_UTR","CpG","Treatment",12.5,0.75,0,3
"three_prime_UTR","CpG","Treatment",17.5,2.125,0,9
"three_prime_UTR","CpG","Treatment",22.5,0.375,0,1
"three_prime_UTR","CpG","Treatment",27.5,1.625,0,5
"three_prime_UTR","CpG","Treatment",32.5,0.375,0,2
"three_prime_UTR","CpG","Treatment",37.5,0.5,0,4
"three_prime_UTR","CpG","Treatment",42.5,0.125,0,1
"three_prime_UTR","CpG","Treatment",47.5,1.25,0,6
"three_prime_UTR","CpG","Treatment",52.5,0.125,0,1
"three_prime_UTR","CpG","Treatment",57.5,0.5,0,2
"three_prime_UTR","CpG","Treatment",62.5,0.5,0,2
"three_prime_UTR","CpG","Treatment",67.5,0.625,0,2
"three_prime_UTR","CpG","Treatment",72.5,0.125,0,1
"three_prime_UTR","CpG","Treatment",77.5,0,0,0
"three_prime_UTR","CpG","Treatment",82.5,0.625,0,4
"three_prime_UTR","CpG","Treatment",87.5,0.625,0,5
"three_prime_UTR","CpG","Treatment",92.5,0.375,0,2
"three_prime_UTR","CpG","Treatment",97.5,3,0,14
"three_prime_UTR","CHG","Control",2.5,140.375,0,584
"three_prime_UTR","CHG","Control",7.5,2.5,0,8
"three_prime_UTR","CHG","Control",12.5,0,0,0
"three_prime_UTR","CHG","Control",17.5,0,0,0
"three_prime_UTR","CHG","Control",22.5,0,0,0
"three_prime_UTR","CHG","Control",27.5,0.125,0,1
"three_prime_UTR","CHG","Control",32.5,0,0,0
"three_prime_UTR","CHG","Control",37.5,0,0,0
"three_prime_UTR","CHG","Control",42.5,0,0,0
"three_prime_UTR","CHG","Control",47.5,0,0,0
"three_prime_UTR","CHG","Control",52.5,0,0,0
"three_prime_UTR","CHG","Control",57.5,0,0,0
"three_prime_UTR","CHG","Control",62.5,0,0,0
"three_prime_UTR","CHG","Control",67.5,0,0,0
"three_prime_UTR","CHG","Control",72.5,0,0,0
"three_prime_UTR","CHG","Control",77.5,0,0,0
"three_prime_UTR","CHG","Control",82.5,0,0,0
"three_prime_UTR","CHG","Control",87.5,0,0,0
"three_prime_UTR","CHG","Control",92.5,0,0,0
"three_prime_UTR","CHG","Control",97.5,0,0,0
"three_prime_UTR","CHG","Treatment",2.5,85.875,0,365
"three_prime_UTR","CHG","Treatment",7.5,1.25,0,4
"three_prime_UTR","CHG","Treatment",12.5,0.125,0,1
"three_prime_UTR","CHG","Treatment",17.5,0.125,0,1
"three_prime_UTR","CHG","Treatment",22.5,0,0,0
"three_prime_UTR","CHG","Treatment",27.5,0,0,0
"three_prime_UTR","CHG","Treatment",32.5,0,0,0
"three_prime_UTR","CHG","Treatment",37.5,0,0,0
"three_prime_UTR","CHG","Treatment",42.5,0,0,0
"three_prime_UTR","CHG","Treatment",47.5,0,0,0
"three_prime_UTR","CHG","Treatment",52.5,0,0,0
"three_prime_UTR","CHG","Treatment",57.5,0,0,0
"three_prime_UTR","CHG","Treatment",62.5,0,0,0
"three_prime_UTR","CHG","Treatment",67.5,0,0,0
"three_prime_UTR","CHG","Treatment",72.5,0,0,0
"three_prime_UTR","CHG","Treatment",77.5,0,0,0
"three_prime_UTR","CHG","Treatment",82.5,0,0,0
"three_prime_UTR","CHG","Treatment",87.5,0,0,0
"three_prime_UTR","CHG","Treatment",92.5,0,0,0
"three_prime_UTR","CHG","Treatment",97.5,0,0,0
"three_prime_UTR","CHH","Control",2.5,218.5,0,891
"three_prime_UTR","CHH","Control",7.5,3.625,0,17
"three_prime_UTR","CHH","Control",12.5,0,0,0
"three_prime_UTR","CHH","Control",17.5,0.25,0,1
"three_prime_UTR","CHH","Control",22.5,0.125,0,1
"three_prime_UTR","CHH","Control",27.5,0.125,0,1
"three_prime_UTR","CHH","Control",32.5,0,0,0
"three_prime_UTR","CHH","Control",37.5,0,0,0
"three_prime_UTR","CHH","Control",42.5,0,0,0
"three_prime_UTR","CHH","Control",47.5,0,0,0
"three_prime_UTR","CHH","Control",52.5,0,0,0
"three_prime_UTR","CHH","Control",57.5,0,0,0
"three_prime_UTR","CHH","Control",62.5,0,0,0
"three_prime_UTR","CHH","Control",67.5,0,0,0
"three_prime_UTR","CHH","Control",72.5,0,0,0
"three_prime_UTR","CHH","Control",77.5,0,0,0
"three_prime_UTR","CHH","Control",82.5,0,0,0
"three_prime_UTR","CHH","Control",87.5,0,0,0
"three_prime_UTR","CHH","Control",92.5,0,0,0
"three_prime_UTR","CHH","Control",97.5,0,0,0
"three_prime_UTR","CHH","Treatment",2.5,131.375,0,554
"three_prime_UTR","CHH","Treatment",7.5,3.375,0,14
"three_prime_UTR","CHH","Treatment",12.5,0,0,0
"three_prime_UTR","CHH","Treatment",17.5,0.125,0,1
"three_prime_UTR","CHH","Treatment",22.5,0,0,0
"three_prime_UTR","CHH","Treatment",27.5,0,0,0
"three_prime_UTR","CHH","Treatment",32.5,0,0,0
"three_prime_UTR","CHH","Treatment",37.5,0.125,0,1
"three_prime_UTR","CHH","Treatment",42.5,0,0,0
"three_prime_UTR","CHH","Treatment",47.5,0,0,0
"three_prime_UTR","CHH","Treatment",52.5,0,0,0
"three_prime_UTR","CHH","Treatment",57.5,0,0,0
"three_prime_UTR","CHH","Treatment",62.5,0,0,0
"three_prime_UTR","CHH","Treatment",67.5,0,0,0
"three_prime_UTR","CHH","Treatment",72.5,0,0,0
"three_prime_UTR","CHH","Treatment",77.5,0,0,0
"three_prime_UTR","CHH","Treatment",82.5,0,0,0
"three_prime_UTR","CHH","Treatment",87.5,0,0,0
"three_prime_UTR","CHH","Treatment",92.5,0,0,0
"three_prime_UTR","CHH","Treatment",97.5,0,0,0
