"seqnames"	"start"	"end"	"width"	"strand"	"pvalue"	"qvalue"	"meth.diff"	"p_fdr"	"WHPX_id"	"source"	"type"	"score"	"phase"	"ID"	"Name"	"Parent"	"Derives_from"	"X3_prime_partial"	"X5_prime_partial"	"gene_id"	"Target"
"utg1002"	94496	94496	1	"*"	0.210606073050122	0.00587938254916043	5.26315789473684	0.281904984903751	"WHPX01000002.1"	"NA"	"exon"	"NA"	"NA"	"evm.utg1002.6.exon1"	"NA"	evm.utg1002.6	"NA"	"NA"	"NA"	"NA"	"NA"
"utg1002"	94496	94496	1	"*"	0.210606073050122	0.00587938254916043	5.26315789473684	0.281904984903751	"WHPX01000002.1"	"NA"	"CDS"	"NA"	"0"	"cds.evm.utg1002.6"	"NA"	c("evm.utg1002.6", "evm.utg1002.6-Protein")	"NA"	"NA"	"NA"	"NA"	"NA"
"utg1002"	122948	122948	1	"*"	0.0360174129451627	0.00587938254916043	10.5263157894737	0.281904984903751	"WHPX01000002.1"	"NA"	"gene"	"NA"	"NA"	"evm.TU.utg1002.12"	"EVM prediction utg1002.12"	character(0)	"NA"	"NA"	"NA"	"NA"	"NA"
"utg1002"	122948	122948	1	"*"	0.0360174129451627	0.00587938254916043	10.5263157894737	0.281904984903751	"WHPX01000002.1"	"NA"	"mRNA"	"NA"	"NA"	"evm.utg1002.12"	"EVM prediction utg1002.12"	evm.TU.utg1002.12	"NA"	"NA"	"NA"	"NA"	"NA"
"utg1002"	122948	122948	1	"*"	0.0360174129451627	0.00587938254916043	10.5263157894737	0.281904984903751	"WHPX01000002.1"	"NA"	"protein"	"NA"	"NA"	"evm.utg1002.12-Protein"	"evm.utg1002.12"	character(0)	"evm.utg1002.12"	"NA"	"NA"	"NA"	"NA"
"utg1002"	122948	122948	1	"*"	0.0360174129451627	0.00587938254916043	10.5263157894737	0.281904984903751	"WHPX01000002.1"	"NA"	"exon"	"NA"	"NA"	"evm.utg1002.12.exon3"	"NA"	evm.utg1002.12	"NA"	"NA"	"NA"	"NA"	"NA"
"utg1002"	122948	122948	1	"*"	0.0360174129451627	0.00587938254916043	10.5263157894737	0.281904984903751	"WHPX01000002.1"	"NA"	"CDS"	"NA"	"0"	"cds.evm.utg1002.12"	"NA"	c("evm.utg1002.12", "evm.utg1002.12-Protein")	"NA"	"NA"	"NA"	"NA"	"NA"
"utg1002"	315027	315027	1	"*"	0.201921954074051	0.00587938254916043	5.55555555555556	0.281904984903751	"WHPX01000002.1"	"NA"	"gene"	"NA"	"NA"	"evm.TU.utg1002.26"	"EVM prediction utg1002.26"	character(0)	"NA"	"NA"	"NA"	"NA"	"NA"
"utg1002"	315027	315027	1	"*"	0.201921954074051	0.00587938254916043	5.55555555555556	0.281904984903751	"WHPX01000002.1"	"NA"	"mRNA"	"NA"	"NA"	"evm.utg1002.26"	"EVM prediction utg1002.26"	evm.TU.utg1002.26	"NA"	"NA"	"NA"	"NA"	"NA"
"utg1002"	315027	315027	1	"*"	0.201921954074051	0.00587938254916043	5.55555555555556	0.281904984903751	"WHPX01000002.1"	"NA"	"protein"	"NA"	"NA"	"evm.utg1002.26-Protein"	"evm.utg1002.26"	character(0)	"evm.utg1002.26"	"NA"	"NA"	"NA"	"NA"
"utg1002"	315027	315027	1	"*"	0.201921954074051	0.00587938254916043	5.55555555555556	0.281904984903751	"WHPX01000002.1"	"NA"	"exon"	"NA"	"NA"	"evm.utg1002.26.exon4"	"NA"	evm.utg1002.26	"NA"	"NA"	"NA"	"NA"	"NA"
"utg1002"	315027	315027	1	"*"	0.201921954074051	0.00587938254916043	5.55555555555556	0.281904984903751	"WHPX01000002.1"	"NA"	"CDS"	"NA"	"2"	"cds.evm.utg1002.26"	"NA"	c("evm.utg1002.26", "evm.utg1002.26-Protein")	"NA"	"NA"	"NA"	"NA"	"NA"
"utg1002"	315027	315027	1	"*"	0.201921954074051	0.00587938254916043	5.55555555555556	0.281904984903751	"WHPX01000002.1"	"NA"	"mRNA"	"NA"	"NA"	"evm.utg1002.26.1.5c22e7a0"	"EVM prediction utg1002.26"	evm.TU.utg1002.26	"NA"	"NA"	"NA"	"NA"	"NA"
"utg1002"	315027	315027	1	"*"	0.201921954074051	0.00587938254916043	5.55555555555556	0.281904984903751	"WHPX01000002.1"	"NA"	"protein"	"NA"	"NA"	"evm.utg1002.26.1.5c22e7a0-Protein"	"evm.utg1002.26.1.5c22e7a0"	character(0)	"evm.utg1002.26.1.5c22e7a0"	"NA"	"NA"	"NA"	"NA"
"utg1002"	315027	315027	1	"*"	0.201921954074051	0.00587938254916043	5.55555555555556	0.281904984903751	"WHPX01000002.1"	"NA"	"exon"	"NA"	"NA"	"evm.utg1002.26.1.5c22e7a0.exon3"	"NA"	evm.utg1002.26.1.5c22e7a0	"NA"	"NA"	"NA"	"NA"	"NA"
"utg1002"	315027	315027	1	"*"	0.201921954074051	0.00587938254916043	5.55555555555556	0.281904984903751	"WHPX01000002.1"	"NA"	"CDS"	"NA"	"2"	"cds.evm.utg1002.26.1.5c22e7a0"	"NA"	c("evm.utg1002.26.1.5c22e7a0", "evm.utg1002.26.1.5c22e7a0-Protein")	"NA"	"NA"	"NA"	"NA"	"NA"
"utg1002"	315027	315027	1	"*"	0.201921954074051	0.00587938254916043	5.55555555555556	0.281904984903751	"WHPX01000002.1"	"RepeatMasker"	"dispersed_repeat"	"487"	"NA"	"2786"	"NA"	character(0)	"NA"	"NA"	"NA"	"NA"	"rnd-5_family-1318 1 320"
"utg10026"	36020	36020	1	"*"	0.174172221359536	0.00587938254916043	6.66666666666667	0.281904984903751	"WHPX01000003.1"	"NA"	"gene"	"NA"	"NA"	"evm.TU.utg10026.1"	"EVM prediction utg10026.1"	character(0)	"NA"	"NA"	"NA"	"NA"	"NA"
"utg10026"	36020	36020	1	"*"	0.174172221359536	0.00587938254916043	6.66666666666667	0.281904984903751	"WHPX01000003.1"	"NA"	"mRNA"	"NA"	"NA"	"evm.utg10026.1.3.5c22e79b"	"EVM prediction utg10026.1"	evm.TU.utg10026.1	"NA"	"NA"	"NA"	"NA"	"NA"
"utg10026"	36020	36020	1	"*"	0.174172221359536	0.00587938254916043	6.66666666666667	0.281904984903751	"WHPX01000003.1"	"NA"	"protein"	"NA"	"NA"	"evm.utg10026.1.3.5c22e79b-Protein"	"evm.utg10026.1.3.5c22e79b"	character(0)	"evm.utg10026.1.3.5c22e79b"	"NA"	"NA"	"NA"	"NA"
"utg10026"	36020	36020	1	"*"	0.174172221359536	0.00587938254916043	6.66666666666667	0.281904984903751	"WHPX01000003.1"	"NA"	"mRNA"	"NA"	"NA"	"evm.utg10026.1.1.5c22e79b"	"EVM prediction utg10026.1"	evm.TU.utg10026.1	"NA"	"NA"	"NA"	"NA"	"NA"
"utg10026"	36020	36020	1	"*"	0.174172221359536	0.00587938254916043	6.66666666666667	0.281904984903751	"WHPX01000003.1"	"NA"	"protein"	"NA"	"NA"	"evm.utg10026.1.1.5c22e79b-Protein"	"evm.utg10026.1.1.5c22e79b"	character(0)	"evm.utg10026.1.1.5c22e79b"	"NA"	"NA"	"NA"	"NA"
"utg10026"	36020	36020	1	"*"	0.174172221359536	0.00587938254916043	6.66666666666667	0.281904984903751	"WHPX01000003.1"	"NA"	"mRNA"	"NA"	"NA"	"evm.utg10026.1.4.5c22e79b"	"EVM prediction utg10026.1"	evm.TU.utg10026.1	"NA"	"NA"	"NA"	"NA"	"NA"
"utg10026"	36020	36020	1	"*"	0.174172221359536	0.00587938254916043	6.66666666666667	0.281904984903751	"WHPX01000003.1"	"NA"	"protein"	"NA"	"NA"	"evm.utg10026.1.4.5c22e79b-Protein"	"evm.utg10026.1.4.5c22e79b"	character(0)	"evm.utg10026.1.4.5c22e79b"	"NA"	"NA"	"NA"	"NA"
"utg10026"	36020	36020	1	"*"	0.174172221359536	0.00587938254916043	6.66666666666667	0.281904984903751	"WHPX01000003.1"	"NA"	"mRNA"	"NA"	"NA"	"evm.utg10026.1.5.5c22e79b"	"EVM prediction utg10026.1"	evm.TU.utg10026.1	"NA"	"NA"	"NA"	"NA"	"NA"
"utg10026"	36020	36020	1	"*"	0.174172221359536	0.00587938254916043	6.66666666666667	0.281904984903751	"WHPX01000003.1"	"NA"	"protein"	"NA"	"NA"	"evm.utg10026.1.5.5c22e79b-Protein"	"evm.utg10026.1.5.5c22e79b"	character(0)	"evm.utg10026.1.5.5c22e79b"	"NA"	"NA"	"NA"	"NA"
"utg10026"	36020	36020	1	"*"	0.174172221359536	0.00587938254916043	6.66666666666667	0.281904984903751	"WHPX01000003.1"	"NA"	"mRNA"	"NA"	"NA"	"evm.utg10026.1.6.5c22e79b"	"EVM prediction utg10026.1"	evm.TU.utg10026.1	"NA"	"NA"	"NA"	"NA"	"NA"
"utg10026"	36020	36020	1	"*"	0.174172221359536	0.00587938254916043	6.66666666666667	0.281904984903751	"WHPX01000003.1"	"NA"	"protein"	"NA"	"NA"	"evm.utg10026.1.6.5c22e79b-Protein"	"evm.utg10026.1.6.5c22e79b"	character(0)	"evm.utg10026.1.6.5c22e79b"	"NA"	"NA"	"NA"	"NA"
"utg10026"	36020	36020	1	"*"	0.174172221359536	0.00587938254916043	6.66666666666667	0.281904984903751	"WHPX01000003.1"	"NA"	"mRNA"	"NA"	"NA"	"evm.utg10026.1"	"EVM prediction utg10026.1"	evm.TU.utg10026.1	"NA"	"NA"	"NA"	"NA"	"NA"
"utg10026"	36020	36020	1	"*"	0.174172221359536	0.00587938254916043	6.66666666666667	0.281904984903751	"WHPX01000003.1"	"NA"	"protein"	"NA"	"NA"	"evm.utg10026.1-Protein"	"evm.utg10026.1"	character(0)	"evm.utg10026.1"	"NA"	"NA"	"NA"	"NA"
"utg10026"	36020	36020	1	"*"	0.174172221359536	0.00587938254916043	6.66666666666667	0.281904984903751	"WHPX01000003.1"	"gmap_gene_find"	"gene"	"NA"	"NA"	"utg10026.equina_smart_1467316.path1"	"gmap_gene_find_equina_smart_1467316.path1"	character(0)	"NA"	"NA"	"NA"	"NA"	"NA"
"utg10026"	36020	36020	1	"*"	0.174172221359536	0.00587938254916043	6.66666666666667	0.281904984903751	"WHPX01000003.1"	"gmap_gene_find"	"mRNA"	"NA"	"NA"	"utg10026.equina_smart_1467316.mrna1"	"gmap_gene_find_equina_smart_1467316.path1"	utg10026.equina_smart_1467316.path1	"NA"	"NA"	"NA"	"NA"	"NA"
"utg10026"	36020	36020	1	"*"	0.174172221359536	0.00587938254916043	6.66666666666667	0.281904984903751	"WHPX01000003.1"	"gmap_gene_find"	"protein"	"NA"	"NA"	"utg10026.equina_smart_1467316.mrna1-Protein"	"utg10026.equina_smart_1467316.mrna1"	character(0)	"utg10026.equina_smart_1467316.mrna1"	"NA"	"NA"	"NA"	"NA"
"utg10026"	36020	36020	1	"*"	0.174172221359536	0.00587938254916043	6.66666666666667	0.281904984903751	"WHPX01000003.1"	"RepeatMasker"	"dispersed_repeat"	"8195"	"NA"	"3021"	"NA"	character(0)	"NA"	"NA"	"NA"	"NA"	"rnd-6_family-16447 1 1160"
"utg10041"	68175	68175	1	"*"	0.203644764523182	0.00587938254916043	-5.26315789473684	0.281904984903751	"WHPX01000004.1"	"NA"	"gene"	"NA"	"NA"	"evm.TU.utg10041.12"	"EVM prediction utg10041.12"	character(0)	"NA"	"NA"	"NA"	"NA"	"NA"
"utg10041"	68175	68175	1	"*"	0.203644764523182	0.00587938254916043	-5.26315789473684	0.281904984903751	"WHPX01000004.1"	"NA"	"mRNA"	"NA"	"NA"	"evm.utg10041.12.1.5c278e7c"	"EVM prediction utg10041.12"	evm.TU.utg10041.12	"NA"	"NA"	"NA"	"NA"	"NA"
"utg10041"	68175	68175	1	"*"	0.203644764523182	0.00587938254916043	-5.26315789473684	0.281904984903751	"WHPX01000004.1"	"NA"	"protein"	"NA"	"NA"	"evm.utg10041.12.1.5c278e7c-Protein"	"evm.utg10041.12.1.5c278e7c"	character(0)	"evm.utg10041.12.1.5c278e7c"	"NA"	"NA"	"NA"	"NA"
"utg10041"	68175	68175	1	"*"	0.203644764523182	0.00587938254916043	-5.26315789473684	0.281904984903751	"WHPX01000004.1"	"NA"	"mRNA"	"NA"	"NA"	"evm.utg10041.12"	"EVM prediction utg10041.12"	evm.TU.utg10041.12	"NA"	"NA"	"NA"	"NA"	"NA"
"utg10041"	68175	68175	1	"*"	0.203644764523182	0.00587938254916043	-5.26315789473684	0.281904984903751	"WHPX01000004.1"	"NA"	"protein"	"NA"	"NA"	"evm.utg10041.12-Protein"	"evm.utg10041.12"	character(0)	"evm.utg10041.12"	"NA"	"NA"	"NA"	"NA"
"utg101"	796952	796952	1	"*"	0.265804402162593	0.00587938254916043	5.55555555555556	0.287619497806481	"WHPX01000009.1"	"NA"	"gene"	"NA"	"NA"	"evm.TU.utg101.115"	"EVM prediction utg101.115"	character(0)	"NA"	"NA"	"NA"	"NA"	"NA"
"utg101"	796952	796952	1	"*"	0.265804402162593	0.00587938254916043	5.55555555555556	0.287619497806481	"WHPX01000009.1"	"NA"	"mRNA"	"NA"	"NA"	"evm.utg101.115"	"EVM prediction utg101.115"	evm.TU.utg101.115	"NA"	"NA"	"NA"	"NA"	"NA"
"utg101"	796952	796952	1	"*"	0.265804402162593	0.00587938254916043	5.55555555555556	0.287619497806481	"WHPX01000009.1"	"NA"	"protein"	"NA"	"NA"	"evm.utg101.115-Protein"	"evm.utg101.115"	character(0)	"evm.utg101.115"	"NA"	"NA"	"NA"	"NA"
"utg101"	857347	857347	1	"*"	0.243665071003312	0.00587938254916043	-5.26315789473684	0.281904984903751	"WHPX01000009.1"	"EVM"	"gene"	"NA"	"NA"	"evm.TU.utg101.121"	"EVM prediction utg101.121"	character(0)	"NA"	"NA"	"NA"	"NA"	"NA"
"utg101"	857347	857347	1	"*"	0.243665071003312	0.00587938254916043	-5.26315789473684	0.281904984903751	"WHPX01000009.1"	"EVM"	"mRNA"	"NA"	"NA"	"evm.utg101.121"	"EVM prediction utg101.121"	evm.TU.utg101.121	"NA"	"NA"	"NA"	"NA"	"NA"
"utg101"	857347	857347	1	"*"	0.243665071003312	0.00587938254916043	-5.26315789473684	0.281904984903751	"WHPX01000009.1"	"EVM"	"protein"	"NA"	"NA"	"evm.utg101.121-Protein"	"evm.utg101.121"	character(0)	"evm.utg101.121"	"NA"	"NA"	"NA"	"NA"
"utg101"	857347	857347	1	"*"	0.243665071003312	0.00587938254916043	-5.26315789473684	0.281904984903751	"WHPX01000009.1"	"EVM"	"exon"	"NA"	"NA"	"evm.utg101.121.exon17"	"NA"	evm.utg101.121	"NA"	"NA"	"NA"	"NA"	"NA"
"utg101"	857347	857347	1	"*"	0.243665071003312	0.00587938254916043	-5.26315789473684	0.281904984903751	"WHPX01000009.1"	"EVM"	"CDS"	"NA"	"0"	"cds.evm.utg101.121"	"NA"	c("evm.utg101.121", "evm.utg101.121-Protein")	"NA"	"NA"	"NA"	"NA"	"NA"
"utg101"	1086055	1086055	1	"*"	0.225983829195018	0.00587938254916043	-5.26315789473684	0.281904984903751	"WHPX01000009.1"	"RepeatMasker"	"dispersed_repeat"	"701"	"NA"	"9319"	"NA"	character(0)	"NA"	"NA"	"NA"	"NA"	"rnd-5_family-1980 871 954"
"utg101"	1086059	1086059	1	"*"	0.225983829195018	0.00587938254916043	-5.26315789473684	0.281904984903751	"WHPX01000009.1"	"RepeatMasker"	"dispersed_repeat"	"701"	"NA"	"9319"	"NA"	character(0)	"NA"	"NA"	"NA"	"NA"	"rnd-5_family-1980 871 954"
"utg101"	1089271	1089271	1	"*"	0.22598382919021	0.00587938254916043	-5.26315789473684	0.281904984903751	"WHPX01000009.1"	NA	NA	NA	NA	NA	NA	NULL	NA	NA	NA	NA	NA
"utg101"	1093403	1093403	1	"*"	0.182785157874087	0.00587938254916043	5.55555555555556	0.281904984903751	"WHPX01000009.1"	"NA"	"gene"	"NA"	"NA"	"evm.TU.utg101.155"	"EVM prediction utg101.155"	character(0)	"NA"	"NA"	"NA"	"NA"	"NA"
"utg101"	1093403	1093403	1	"*"	0.182785157874087	0.00587938254916043	5.55555555555556	0.281904984903751	"WHPX01000009.1"	"NA"	"mRNA"	"NA"	"NA"	"evm.utg101.155"	"EVM prediction utg101.155"	evm.TU.utg101.155	"NA"	"NA"	"NA"	"NA"	"NA"
"utg101"	1093403	1093403	1	"*"	0.182785157874087	0.00587938254916043	5.55555555555556	0.281904984903751	"WHPX01000009.1"	"NA"	"protein"	"NA"	"NA"	"evm.utg101.155-Protein"	"evm.utg101.155"	character(0)	"evm.utg101.155"	"NA"	"NA"	"NA"	"NA"
"utg101"	1093403	1093403	1	"*"	0.182785157874087	0.00587938254916043	5.55555555555556	0.281904984903751	"WHPX01000009.1"	"RepeatMasker"	"dispersed_repeat"	"819"	"NA"	"9340"	"NA"	character(0)	"NA"	"NA"	"NA"	"NA"	"rnd-4_family-372 1 237"
"utg101"	1109480	1109480	1	"*"	0.254416622805342	0.00587938254916043	5.55555555555556	0.282226991574065	"WHPX01000009.1"	"EVM"	"gene"	"NA"	"NA"	"evm.TU.utg101.159"	"EVM prediction utg101.159"	character(0)	"NA"	"NA"	"NA"	"NA"	"NA"
"utg101"	1109480	1109480	1	"*"	0.254416622805342	0.00587938254916043	5.55555555555556	0.282226991574065	"WHPX01000009.1"	"EVM"	"mRNA"	"NA"	"NA"	"evm.utg101.159"	"EVM prediction utg101.159"	evm.TU.utg101.159	"NA"	"NA"	"NA"	"NA"	"NA"
"utg101"	1109480	1109480	1	"*"	0.254416622805342	0.00587938254916043	5.55555555555556	0.282226991574065	"WHPX01000009.1"	"EVM"	"protein"	"NA"	"NA"	"evm.utg101.159-Protein"	"evm.utg101.159"	character(0)	"evm.utg101.159"	"NA"	"NA"	"NA"	"NA"
"utg101"	1109480	1109480	1	"*"	0.254416622805342	0.00587938254916043	5.55555555555556	0.282226991574065	"WHPX01000009.1"	"EVM"	"exon"	"NA"	"NA"	"evm.utg101.159.exon8"	"NA"	evm.utg101.159	"NA"	"NA"	"NA"	"NA"	"NA"
"utg101"	1109480	1109480	1	"*"	0.254416622805342	0.00587938254916043	5.55555555555556	0.282226991574065	"WHPX01000009.1"	"EVM"	"CDS"	"NA"	"1"	"cds.evm.utg101.159"	"NA"	c("evm.utg101.159", "evm.utg101.159-Protein")	"NA"	"NA"	"NA"	"NA"	"NA"
"utg101"	1109488	1109488	1	"*"	0.26421230026837	0.00587938254916043	5.26315789473684	0.287619497806481	"WHPX01000009.1"	"EVM"	"gene"	"NA"	"NA"	"evm.TU.utg101.159"	"EVM prediction utg101.159"	character(0)	"NA"	"NA"	"NA"	"NA"	"NA"
"utg101"	1109488	1109488	1	"*"	0.26421230026837	0.00587938254916043	5.26315789473684	0.287619497806481	"WHPX01000009.1"	"EVM"	"mRNA"	"NA"	"NA"	"evm.utg101.159"	"EVM prediction utg101.159"	evm.TU.utg101.159	"NA"	"NA"	"NA"	"NA"	"NA"
"utg101"	1109488	1109488	1	"*"	0.26421230026837	0.00587938254916043	5.26315789473684	0.287619497806481	"WHPX01000009.1"	"EVM"	"protein"	"NA"	"NA"	"evm.utg101.159-Protein"	"evm.utg101.159"	character(0)	"evm.utg101.159"	"NA"	"NA"	"NA"	"NA"
"utg101"	1109488	1109488	1	"*"	0.26421230026837	0.00587938254916043	5.26315789473684	0.287619497806481	"WHPX01000009.1"	"EVM"	"exon"	"NA"	"NA"	"evm.utg101.159.exon8"	"NA"	evm.utg101.159	"NA"	"NA"	"NA"	"NA"	"NA"
"utg101"	1109488	1109488	1	"*"	0.26421230026837	0.00587938254916043	5.26315789473684	0.287619497806481	"WHPX01000009.1"	"EVM"	"CDS"	"NA"	"1"	"cds.evm.utg101.159"	"NA"	c("evm.utg101.159", "evm.utg101.159-Protein")	"NA"	"NA"	"NA"	"NA"	"NA"
"utg101"	1116969	1116969	1	"*"	0.214367389750739	0.00587938254916043	6.25	0.281904984903751	"WHPX01000009.1"	"RepeatMasker"	"dispersed_repeat"	"8159"	"NA"	"9394"	"NA"	character(0)	"NA"	"NA"	"NA"	"NA"	"rnd-6_family-2648 1 905"
"utg101"	1170408	1170408	1	"*"	0.19710933183856	0.00587938254916043	5.26315789473684	0.281904984903751	"WHPX01000009.1"	"NA"	"gene"	"NA"	"NA"	"evm.TU.utg101.161"	"EVM prediction utg101.161"	character(0)	"NA"	"NA"	"NA"	"NA"	"NA"
"utg101"	1170408	1170408	1	"*"	0.19710933183856	0.00587938254916043	5.26315789473684	0.281904984903751	"WHPX01000009.1"	"NA"	"mRNA"	"NA"	"NA"	"evm.utg101.161"	"EVM prediction utg101.161"	evm.TU.utg101.161	"NA"	"NA"	"NA"	"NA"	"NA"
"utg101"	1170408	1170408	1	"*"	0.19710933183856	0.00587938254916043	5.26315789473684	0.281904984903751	"WHPX01000009.1"	"NA"	"protein"	"NA"	"NA"	"evm.utg101.161-Protein"	"evm.utg101.161"	character(0)	"evm.utg101.161"	"NA"	"NA"	"NA"	"NA"
"utg101"	1170408	1170408	1	"*"	0.19710933183856	0.00587938254916043	5.26315789473684	0.281904984903751	"WHPX01000009.1"	"NA"	"exon"	"NA"	"NA"	"evm.utg101.161.exon6"	"NA"	evm.utg101.161	"NA"	"NA"	"NA"	"NA"	"NA"
"utg101"	1170408	1170408	1	"*"	0.19710933183856	0.00587938254916043	5.26315789473684	0.281904984903751	"WHPX01000009.1"	"NA"	"CDS"	"NA"	"2"	"cds.evm.utg101.161"	"NA"	c("evm.utg101.161", "evm.utg101.161-Protein")	"NA"	"NA"	"NA"	"NA"	"NA"
"utg101"	1173888	1173888	1	"*"	0.233963505027643	0.00587938254916043	-5.88235294117647	0.281904984903751	"WHPX01000009.1"	"NA"	"gene"	"NA"	"NA"	"evm.TU.utg101.161"	"EVM prediction utg101.161"	character(0)	"NA"	"NA"	"NA"	"NA"	"NA"
"utg101"	1173888	1173888	1	"*"	0.233963505027643	0.00587938254916043	-5.88235294117647	0.281904984903751	"WHPX01000009.1"	"NA"	"mRNA"	"NA"	"NA"	"evm.utg101.161"	"EVM prediction utg101.161"	evm.TU.utg101.161	"NA"	"NA"	"NA"	"NA"	"NA"
"utg101"	1173888	1173888	1	"*"	0.233963505027643	0.00587938254916043	-5.88235294117647	0.281904984903751	"WHPX01000009.1"	"NA"	"protein"	"NA"	"NA"	"evm.utg101.161-Protein"	"evm.utg101.161"	character(0)	"evm.utg101.161"	"NA"	"NA"	"NA"	"NA"
"utg101"	1173888	1173888	1	"*"	0.233963505027643	0.00587938254916043	-5.88235294117647	0.281904984903751	"WHPX01000009.1"	"NA"	"exon"	"NA"	"NA"	"evm.utg101.161.exon6"	"NA"	evm.utg101.161	"NA"	"NA"	"NA"	"NA"	"NA"
"utg101"	1173888	1173888	1	"*"	0.233963505027643	0.00587938254916043	-5.88235294117647	0.281904984903751	"WHPX01000009.1"	"NA"	"CDS"	"NA"	"2"	"cds.evm.utg101.161"	"NA"	c("evm.utg101.161", "evm.utg101.161-Protein")	"NA"	"NA"	"NA"	"NA"	"NA"
